Date,Name,Age,Salary
2024-10-09,Person93,52,37357.76
2024-05-05,Person41,57,78407.9
2024-03-13,Person21,41,48502.94
2024-09-03,Person28,49,89864.09
2024-02-06,Person100,18,51942.42
2024-07-23,Person100,67,95459.97
2024-06-24,Person14,58,71887.18
2024-12-28,Person7,38,76795.65
2024-12-04,Person15,70,88386.95
2024-01-24,Person3,55,82023.24
2024-02-13,Person27,40,84674.3
2024-11-04,Person61,67,39108.05
2024-07-10,Person15,53,80504.91
2024-05-29,Person44,33,80207.15
2024-02-28,Person78,39,32802.66
2024-02-28,Person52,49,48834.08
2024-08-28,Person17,19,97601.33
2024-02-02,Person94,54,98957.89
2024-07-02,Person8,69,52637.3
2024-06-26,Person97,69,91888.18
2024-03-06,Person69,37,40838.33
2024-07-28,Person47,32,77986.16
2024-06-27,Person59,50,37721.98
2024-11-17,Person9,40,94443.2
2024-05-30,Person30,49,69905.76
2024-06-29,Person78,50,75772.99
2024-05-10,Person27,51,48547.81
2024-01-08,Person95,27,57896.77
2024-04-29,Person9,22,55442.5
2024-09-19,Person11,32,47566.54
2024-10-14,Person55,73,67503.53
2024-12-14,Person65,79,33075.88
2024-11-06,Person53,80,88739.15
2024-02-17,Person59,27,76076.6
2024-01-17,Person69,20,34962.02
2024-10-11,Person13,72,76025.14
2024-11-06,Person56,35,67762.26
2024-04-12,Person37,80,62105.37
2024-11-04,Person24,37,46521.26
2024-04-22,Person66,40,78730.41
2024-01-10,Person12,47,89962.11
2024-11-09,Person74,64,55132.92
2024-10-11,Person62,36,34169.69
2024-02-03,Person3,38,88792.51
2024-03-26,Person75,71,90725.22
2024-04-27,Person13,60,61993.39
2024-08-07,Person45,64,89376.64
2024-07-15,Person7,61,64557.56
2024-11-25,Person69,33,32859.28
2024-09-04,Person80,63,68762.59
2024-06-24,Person32,46,39151.33
2024-09-28,Person93,28,38904.5
2024-07-25,Person21,24,66909.97
2024-02-02,Person67,25,30163.95
2024-07-26,Person51,72,34219.77
2024-05-12,Person35,44,90450.47
2024-09-01,Person45,55,37920.15
2024-08-20,Person65,32,53214.09
2024-06-10,Person4,50,75702.32
2024-02-09,Person76,63,61600.42
2024-11-01,Person5,43,33315.4
2024-12-01,Person2,46,89920.21
2024-03-12,Person5,22,85749.69
2024-06-20,Person88,42,70285.69
2024-07-18,Person25,73,33818.71
2024-11-10,Person18,24,61260.15
2024-10-15,Person7,59,52608.19
2024-09-08,Person76,27,53829.33
2024-05-17,Person22,50,55626.69
2024-09-06,Person95,35,53894.4
2024-04-15,Person7,26,73681.94
2024-09-07,Person95,69,48038.74
2024-12-13,Person34,66,99755.77
2024-06-14,Person7,24,73285.03
2024-10-03,Person46,73,97951.34
2024-06-26,Person99,49,41492.99
2024-03-19,Person13,33,73441.53
2024-04-08,Person41,47,33782.39
2024-06-07,Person48,65,67662.83
2024-02-18,Person73,75,49394.01
2024-05-29,Person38,44,40699.97
2024-08-14,Person97,74,79144.02
2024-01-16,Person12,46,77502.46
2024-08-01,Person37,38,57588.98
2024-02-13,Person31,52,83883.38
2024-12-19,Person57,48,81310.74
2024-02-22,Person60,46,72606.74
2024-07-31,Person95,57,60046.69
2024-06-03,Person45,62,48512.83
2024-06-29,Person38,22,74394.68
2024-11-03,Person39,55,38422.62
2024-03-22,Person66,72,56792.14
2024-06-19,Person78,65,76610.82
2024-03-29,Person34,71,91913.46
2024-08-14,Person28,56,94024.32
2024-09-15,Person63,72,39335.42
2024-10-26,Person43,39,65379.52
2024-04-15,Person98,80,63680.67
2024-12-20,Person89,47,69700.69
2024-07-18,Person100,54,81450.84
2024-08-11,Person62,46,46050.38
2024-11-20,Person61,20,79139.19
2024-09-08,Person52,34,70913.17
2024-03-21,Person99,30,88133.19
2024-06-03,Person64,55,86933.29
2024-08-08,Person5,73,41445.02
2024-02-06,Person60,29,81096.71
2024-01-22,Person72,61,99324.99
2024-08-24,Person41,65,80581.27
2024-11-28,Person95,49,80416.22
2024-12-15,Person40,53,77381.6
2024-09-28,Person89,46,85570.75
2024-12-15,Person36,18,51237.05
2024-02-10,Person27,79,43109.74
2024-11-20,Person83,74,78332.82
2024-07-25,Person89,78,58467.45
2024-05-08,Person5,58,60441.34
2024-06-10,Person98,68,95275.68
2024-02-08,Person35,57,54317.45
2024-11-30,Person94,19,51252.18
2024-04-22,Person11,55,42125.52
2024-07-10,Person27,20,66019.09
2024-10-01,Person81,27,86838.47
2024-06-04,Person35,68,69534.33
2024-02-29,Person68,27,70970.14
2024-07-06,Person23,45,96356.23
2024-11-18,Person48,55,36175.72
2024-10-07,Person52,31,50832.58
2024-01-11,Person34,47,38007.29
2024-11-27,Person67,53,60155.29
2024-02-04,Person56,58,65225.5
2024-06-18,Person27,50,61954.36
2024-03-03,Person92,64,62543.65
2024-06-18,Person26,69,58276.42
2024-11-17,Person73,77,71695.12
2024-09-15,Person49,77,92675.28
2024-07-30,Person28,54,49297.02
2024-10-25,Person81,69,88135.58
2024-02-16,Person60,39,62793.96
2024-05-20,Person16,72,60006.51
2024-08-09,Person40,26,54819.77
2024-05-29,Person34,65,91753.45
2024-03-23,Person19,18,74623.41
2024-09-22,Person50,74,50351.99
2024-01-20,Person39,33,73138.83
2024-11-30,Person43,47,51105.76
2024-04-24,Person62,50,66551.02
2024-09-01,Person38,78,64957.08
2024-09-02,Person97,39,99980.98
2024-02-12,Person5,44,30144.71
2024-08-02,Person36,56,36973.81
2024-11-01,Person1,70,49301.46
2024-04-10,Person89,51,71274.83
2024-12-24,Person9,42,76341.48
2024-09-15,Person11,28,58231.22
2024-02-05,Person79,41,69051.86
2024-03-08,Person99,18,30111.58
2024-12-23,Person86,49,84328.66
2024-10-16,Person28,20,64371.55
2024-06-29,Person1,35,51084.75
2024-10-12,Person94,68,98523.75
2024-04-23,Person82,65,55546.62
2024-08-13,Person7,58,78136.89
2024-04-16,Person2,32,35242.68
2024-08-27,Person35,80,87155.18
2024-07-23,Person67,40,55014.16
2024-01-05,Person67,62,49501.54
2024-01-13,Person39,61,96525.12
2024-05-16,Person28,38,61055.55
2024-07-24,Person86,79,34572.7
2024-01-29,Person4,18,51508.93
2024-05-08,Person57,22,58327.29
2024-04-23,Person78,24,77526.02
2024-12-25,Person15,25,35177.12
2024-09-30,Person1,71,36321.4
2024-04-15,Person91,33,61066.29
2024-07-25,Person73,64,53114.75
2024-04-21,Person32,45,90653.32
2024-12-29,Person8,46,38415.47
2024-10-04,Person25,51,38524.94
2024-09-15,Person80,66,81972.27
2024-01-26,Person54,24,43395.36
2024-12-18,Person11,54,85414.38
2024-06-02,Person53,45,94458.48
2024-02-18,Person68,73,83557.13
2024-10-21,Person6,78,33111.42
2024-12-28,Person48,21,67704.74
2024-08-11,Person59,18,48387.25
2024-04-15,Person42,55,35314.14
2024-06-16,Person41,65,64652.68
2024-09-23,Person26,20,74624.33
2024-10-22,Person85,24,71342.83
2024-04-04,Person5,49,34515.3
2024-09-09,Person25,79,37980.46
2024-12-14,Person34,52,60686.72
2024-04-20,Person21,80,72381.62
2024-05-10,Person45,22,64059.11
2024-06-19,Person37,71,92189.29
2024-07-06,Person1,44,97202.96
2024-05-04,Person42,57,98642.08
2024-01-30,Person19,29,44871.82
2024-03-25,Person42,18,48523.38
2024-09-12,Person3,23,61637.61
2024-01-24,Person57,40,47069.94
2024-05-27,Person64,21,92288.96
2024-12-11,Person81,50,64559.29
2024-02-16,Person69,67,90504.39
2024-02-22,Person59,67,87315.21
2024-09-02,Person35,65,82102.93
2024-07-07,Person32,25,30011.9
2024-07-21,Person24,43,86515.64
2024-12-03,Person96,68,34116.73
2024-12-23,Person41,58,49392.18
2024-08-08,Person75,49,74326.67
2024-12-19,Person54,46,80427.11
2024-04-12,Person86,24,68311.93
2024-03-04,Person92,32,63139.98
2024-11-20,Person89,18,38926.78
2024-12-21,Person6,65,56348.04
2024-10-06,Person35,72,61644.8
2024-06-29,Person74,67,60558.5
2024-08-03,Person82,30,64137.23
2024-10-18,Person54,37,60965.6
2024-12-28,Person86,66,93388.34
2024-10-13,Person80,57,79859.56
2024-01-07,Person25,58,61925.3
2024-04-08,Person53,30,77782.29
2024-07-30,Person90,18,74642.72
2024-03-29,Person93,52,67872.61
2024-04-29,Person93,50,44167.36
2024-05-02,Person19,23,54262.33
2024-01-16,Person93,27,50927.02
2024-04-24,Person2,74,55546.32
2024-05-31,Person95,55,37700.6
2024-11-04,Person56,62,48482.75
2024-01-25,Person100,63,62497.71
2024-11-03,Person4,65,93624.65
2024-12-19,Person9,18,85583.05
2024-07-09,Person7,54,62579.32
2024-07-03,Person40,24,86587.24
2024-11-21,Person54,61,80402.75
2024-05-04,Person47,38,97470.17
2024-03-01,Person96,31,45162.08
2024-08-08,Person19,78,75063.88
2024-03-11,Person30,47,36007.04
2024-12-10,Person32,77,99169.52
2024-01-27,Person14,54,69072.37
2024-11-05,Person86,77,52567.39
2024-08-12,Person75,51,48994.25
2024-08-01,Person14,49,89966.16
2024-01-08,Person70,74,45303.75
2024-12-14,Person80,44,73061.74
2024-05-16,Person36,74,68949.62
2024-11-29,Person93,31,73726.19
2024-05-27,Person100,75,49028.11
2024-05-01,Person44,50,77678.05
2024-03-24,Person61,50,73804.11
2024-03-20,Person30,79,90287.58
2024-11-11,Person81,36,59644.73
2024-02-16,Person52,31,37572.09
2024-02-25,Person14,79,41399.15
2024-05-08,Person94,67,98611.49
2024-11-23,Person14,61,84686.02
2024-02-17,Person56,62,73126.69
2024-06-27,Person8,69,69489.33
2024-01-25,Person10,79,49290.56
2024-09-05,Person76,46,38047.5
2024-11-03,Person3,62,77854.63
2024-07-11,Person97,19,77726.73
2024-05-04,Person16,45,35243.09
2024-12-14,Person74,53,49265.43
2024-01-26,Person69,24,96060.91
2024-03-04,Person79,33,79662.7
2024-12-28,Person50,25,39394.25
2024-07-13,Person98,55,43968.71
2024-11-24,Person14,62,64748.25
2024-09-04,Person35,45,52254.57
2024-10-07,Person51,18,35858.58
2024-09-04,Person17,80,47368.41
2024-01-29,Person70,31,54406.79
2024-11-27,Person18,70,48501.7
2024-01-07,Person100,52,42172.7
2024-10-05,Person94,34,41420.16
2024-02-15,Person86,41,35242.93
2024-06-19,Person81,22,52929.34
2024-08-03,Person43,75,39040.34
2024-03-11,Person81,57,82196.85
2024-12-18,Person16,38,39512.66
2024-08-19,Person57,19,63162.9
2024-06-05,Person37,66,84868.21
2024-07-09,Person67,39,37075.35
2024-03-31,Person16,71,30837.58
2024-11-06,Person2,54,65047.65
2024-02-05,Person96,18,42385.16
2024-02-28,Person94,66,93970.81
2024-12-12,Person55,18,62874.41
2024-04-22,Person75,26,38689.68
2024-07-07,Person74,42,45611.77
2024-11-19,Person68,18,85313.3
2024-08-31,Person66,76,74165.91
2024-07-01,Person17,73,57056.93
2024-04-24,Person72,48,51091.42
2024-08-14,Person37,70,95342.12
2024-03-14,Person7,67,83918.88
2024-12-20,Person34,57,96671.93
2024-08-02,Person74,42,58986.98
2024-05-31,Person87,79,47248.75
2024-12-12,Person25,53,53053.4
2024-03-05,Person35,65,41642.06
2024-10-29,Person19,33,59417.1
2024-03-24,Person32,21,47222.03
2024-04-10,Person65,27,98012.62
2024-03-25,Person97,74,99894.09
2024-11-06,Person60,27,62799.47
2024-08-17,Person19,65,49514.63
2024-08-17,Person54,67,83875.06
2024-05-10,Person1,76,77602.3
2024-12-01,Person96,76,56720.06
2024-08-25,Person98,58,39175.17
2024-06-11,Person81,61,73425.24
2024-10-16,Person57,28,46149.93
2024-06-23,Person9,70,44829.02
2024-03-01,Person86,63,77928.94
2024-01-06,Person60,49,42876.6
2024-03-30,Person98,52,83588.22
2024-08-15,Person61,75,97856.14
2024-03-09,Person5,34,52287.39
2024-12-19,Person63,74,47442.99
2024-07-30,Person38,49,96106.53
2024-08-24,Person32,76,84221.98
2024-03-21,Person91,49,42720.37
2024-11-24,Person23,32,81863.37
2024-10-30,Person35,18,86123.07
2024-06-21,Person9,74,93316.15
2024-01-22,Person63,73,95279.97
2024-02-02,Person52,19,72845.68
2024-12-09,Person64,50,95508.06
2024-08-18,Person50,70,33183.29
2024-04-26,Person25,36,60824.06
2024-08-14,Person31,29,89744.43
2024-02-07,Person52,46,92319.39
2024-02-17,Person90,57,49678.12
2024-11-30,Person67,33,49528.09
2024-10-30,Person90,66,34237.47
2024-04-20,Person69,75,38469.96
2024-04-10,Person94,69,46310.95
2024-05-07,Person15,19,81964.42
2024-12-11,Person20,75,36763.48
2024-01-13,Person16,24,34840.02
2024-03-10,Person70,34,58565.97
2024-02-04,Person12,48,55388.61
2024-02-24,Person35,23,65589.58
2024-03-20,Person88,68,72488.22
2024-03-23,Person21,43,67344.11
2024-04-07,Person7,57,91828.51
2024-05-23,Person92,75,85174.23
2024-06-12,Person34,50,50861.34
2024-08-28,Person5,50,49970.06
2024-05-25,Person39,74,67937.53
2024-01-31,Person37,49,30023.77
2024-03-14,Person30,63,77826.03
2024-10-07,Person4,29,69260.67
2024-04-22,Person96,22,50554.48
2024-02-27,Person94,67,31818.26
2024-03-07,Person56,52,84211.19
2024-06-18,Person78,37,78201.79
2024-06-06,Person60,71,92699.82
2024-05-08,Person30,45,64874.19
2024-10-15,Person35,37,70499.58
2024-12-17,Person11,50,66436.1
2024-08-14,Person34,57,90383.93
2024-04-23,Person22,35,80437.39
2024-04-17,Person65,62,63149.24
2024-03-19,Person38,38,86809.19
2024-06-17,Person63,18,76325.23
2024-11-02,Person65,73,79211.56
2024-01-10,Person13,50,65867.07
2024-11-02,Person52,66,37213.94
2024-09-06,Person74,57,49223.51
2024-12-29,Person82,60,39982.22
2024-10-18,Person52,66,78879.69
2024-04-13,Person27,55,48197.9
2024-02-22,Person2,52,62889.56
2024-06-22,Person73,52,98974.67
2024-10-18,Person42,55,95050.15
2024-07-30,Person95,36,62605.25
2024-08-15,Person51,28,93156.14
2024-12-14,Person62,29,58120.63
2024-01-30,Person97,54,34030.96
2024-08-02,Person99,35,52111.81
2024-04-19,Person33,55,44537.89
2024-07-09,Person78,47,56200.49
2024-10-12,Person11,76,80980.16
2024-02-15,Person19,57,95981.67
2024-08-14,Person99,68,55939.81
2024-03-14,Person65,64,88615.72
2024-09-24,Person19,60,43728.42
2024-03-13,Person3,71,87840.51
2024-03-22,Person33,67,33235.81
2024-09-09,Person27,71,97188.33
2024-06-12,Person6,33,51354.36
2024-06-05,Person53,22,58220.87
2024-06-14,Person68,46,46210.1
2024-11-10,Person54,56,30583.72
2024-02-20,Person6,18,32344.53
2024-06-04,Person55,73,86992.1
2024-06-09,Person52,41,67581.15
2024-04-03,Person74,75,87636.36
2024-06-25,Person73,52,45407.1
2024-10-31,Person76,54,63329.19
2024-04-02,Person91,56,62743.41
2024-09-20,Person100,79,91120.91
2024-04-01,Person62,73,41070.23
2024-01-25,Person52,20,87454.52
2024-05-22,Person62,18,45978.93
2024-09-21,Person55,62,83304.53
2024-11-24,Person20,54,41989.63
2024-10-29,Person36,22,67250.42
2024-05-02,Person57,77,63661.87
2024-01-15,Person79,22,98741.7
2024-07-27,Person31,37,79331.65
2024-08-21,Person4,27,65479.77
2024-04-03,Person82,30,48264.28
2024-04-04,Person46,60,33290.56
2024-11-27,Person15,64,72094.79
2024-09-28,Person7,30,30904.89
2024-06-07,Person65,28,34666.65
2024-05-27,Person89,56,66271.63
2024-06-12,Person14,67,47298.65
2024-07-13,Person91,60,31578.17
2024-03-16,Person44,58,45922.18
2024-08-12,Person33,70,71840.64
2024-04-12,Person3,41,33730.35
2024-04-23,Person87,44,49036.17
2024-07-18,Person9,36,54755.42
2024-02-23,Person39,30,95369.58
2024-03-13,Person1,76,39980.87
2024-10-28,Person10,23,89846.33
2024-02-21,Person23,68,56506.96
2024-02-05,Person47,22,78688.75
2024-12-26,Person20,69,51082.35
2024-02-03,Person31,55,46924.45
2024-05-29,Person18,27,36615.69
2024-05-19,Person97,57,90458.15
2024-02-27,Person15,62,85200.47
2024-10-17,Person36,26,58365.55
2024-12-09,Person4,53,37516.16
2024-12-12,Person62,19,53256.24
2024-05-03,Person42,69,59436.45
2024-10-12,Person47,37,45838.06
2024-11-29,Person93,65,68313.65
2024-07-24,Person85,44,56954.27
2024-12-11,Person10,55,97088.52
2024-09-05,Person39,45,74660.2
2024-08-05,Person27,27,31842.29
2024-03-13,Person37,35,59191.47
2024-05-25,Person41,21,75194.44
2024-12-27,Person45,20,67817.07
2024-03-10,Person67,60,66493.58
2024-12-14,Person65,58,37245.7
2024-11-08,Person51,66,74214.5
2024-10-25,Person81,40,96503.79
2024-04-06,Person93,36,85124.75
2024-06-05,Person24,71,47028.2
2024-07-03,Person69,33,41588.89
2024-11-01,Person33,31,77344.55
2024-02-17,Person91,63,98686.08
2024-09-02,Person90,48,49575.02
2024-10-25,Person83,65,32765.55
2024-10-31,Person13,52,71618.0
2024-09-23,Person21,79,83842.12
2024-06-05,Person34,23,45093.86
2024-06-26,Person80,67,68429.36
2024-12-16,Person93,29,80033.09
2024-05-09,Person61,37,50666.53
2024-08-08,Person80,54,83522.43
2024-01-31,Person80,61,85630.99
2024-07-21,Person77,77,86642.54
2024-04-30,Person49,34,52593.89
2024-06-30,Person23,36,30250.89
2024-10-21,Person97,62,96607.52
2024-03-07,Person96,43,43578.6
2024-12-31,Person8,38,34751.42
2024-01-27,Person36,56,60059.39
2024-10-13,Person35,32,94823.75
2024-06-03,Person8,80,59872.3
2024-04-13,Person73,41,73046.99
2024-07-30,Person94,36,40926.17
2024-10-10,Person86,47,60424.62
2024-10-12,Person53,19,37910.9
2024-03-22,Person95,68,93796.67
2024-07-01,Person79,41,33111.37
2024-07-28,Person15,67,49445.95
2024-06-08,Person1,54,31730.83
2024-04-07,Person67,47,53701.95
2024-04-14,Person42,42,41172.01
2024-01-13,Person100,65,38612.22
2024-07-25,Person50,50,46460.04
2024-10-26,Person56,25,66755.92
2024-05-31,Person49,76,95952.27
2024-04-28,Person37,35,92092.06
2024-09-09,Person73,45,83565.53
2024-05-18,Person36,61,52659.29
2024-09-07,Person97,64,69270.03
2024-09-15,Person59,35,51305.33
2024-09-21,Person26,54,42039.57
2024-12-15,Person3,26,47965.27
2024-06-09,Person77,51,76356.46
2024-10-30,Person8,57,99579.21
2024-04-05,Person45,79,55513.93
2024-03-06,Person19,24,48316.35
2024-10-17,Person96,34,36248.06
2024-02-23,Person31,54,98520.31
2024-02-07,Person68,66,56597.67
2024-01-28,Person48,26,40771.05
2024-11-20,Person52,54,61921.85
2024-01-27,Person52,19,31172.9
2024-09-21,Person38,65,77321.64
2024-10-26,Person24,18,71728.13
2024-08-04,Person19,42,31210.48
2024-03-03,Person62,45,51577.14
2024-09-29,Person21,50,98660.03
2024-09-14,Person52,28,45976.41
2024-06-06,Person50,39,66064.01
2024-02-15,Person31,63,88097.68
2024-03-06,Person79,40,46894.33
2024-04-21,Person61,31,32503.07
2024-10-26,Person53,57,53318.61
2024-02-04,Person8,80,41071.31
2024-08-20,Person11,29,78936.96
2024-06-24,Person13,57,51176.72
2024-09-22,Person1,62,70511.24
2024-12-13,Person99,33,70354.68
2024-07-28,Person22,24,74014.69
2024-04-27,Person14,55,35083.18
2024-11-04,Person75,75,61121.84
2024-07-24,Person40,62,72949.25
2024-02-21,Person23,32,97835.14
2024-10-08,Person42,64,32197.36
2024-09-12,Person84,42,31871.82
2024-12-08,Person6,65,32146.35
2024-10-02,Person26,36,39013.48
2024-11-17,Person71,23,91142.44
2024-11-06,Person45,68,95339.12
2024-04-22,Person19,59,78158.28
2024-04-15,Person95,43,95120.04
2024-12-02,Person54,78,57905.05
2024-04-21,Person23,32,46782.28
2024-05-30,Person79,58,71615.74
2024-04-04,Person67,66,62662.79
2024-10-04,Person53,31,31937.92
2024-06-28,Person6,58,54213.35
2024-06-29,Person53,49,69010.88
2024-08-28,Person86,42,33371.24
2024-02-17,Person51,27,99926.05
2024-05-10,Person81,46,47252.16
2024-12-14,Person55,65,88608.8
2024-11-19,Person36,23,37123.38
2024-02-13,Person98,29,92150.85
2024-05-22,Person92,68,82830.55
2024-08-11,Person21,56,62706.29
2024-08-31,Person86,69,30048.34
2024-10-30,Person17,73,57831.07
2024-07-08,Person15,65,84553.41
2024-12-15,Person78,29,92631.61
2024-03-09,Person2,41,95619.62
2024-10-16,Person89,35,59903.51
2024-10-31,Person83,76,37253.99
2024-07-15,Person23,49,46111.06
2024-02-28,Person28,68,70471.03
2024-01-09,Person38,22,30887.09
2024-11-20,Person6,62,37143.88
2024-09-29,Person59,29,40620.43
2024-07-10,Person28,45,65030.72
2024-08-20,Person44,23,31338.56
2024-06-17,Person92,63,59450.46
2024-09-14,Person33,27,91681.12
2024-09-27,Person17,63,82131.23
2024-10-04,Person70,67,64968.75
2024-05-04,Person18,59,73609.05
2024-12-03,Person79,35,70267.98
2024-06-19,Person23,79,44433.98
2024-02-10,Person31,46,99061.96
2024-09-28,Person89,75,76048.89
2024-03-08,Person16,40,56284.07
2024-08-13,Person77,35,92196.89
2024-10-03,Person31,61,88760.03
2024-12-31,Person33,36,80303.87
2024-11-25,Person19,52,80962.36
2024-01-01,Person6,43,65640.92
2024-08-04,Person9,53,73533.98
2024-05-17,Person56,76,55783.39
2024-08-21,Person77,35,42237.04
2024-01-15,Person90,54,74721.99
2024-11-29,Person16,50,67125.21
2024-12-12,Person1,21,46804.15
2024-10-30,Person51,71,59376.51
2024-05-08,Person97,69,34103.09
2024-05-07,Person68,51,57462.25
2024-04-28,Person8,77,32095.51
2024-10-03,Person39,54,83302.1
2024-07-24,Person68,54,34921.41
2024-11-02,Person100,39,60415.23
2024-07-16,Person16,38,30320.22
2024-05-20,Person85,42,76353.33
2024-11-20,Person64,51,96384.66
2024-03-11,Person91,27,39432.14
2024-10-08,Person79,69,76125.87
2024-10-23,Person89,36,41287.01
2024-10-19,Person52,67,50135.38
2024-07-20,Person10,23,97039.66
2024-01-21,Person4,34,63399.96
2024-12-01,Person61,80,77910.11
2024-03-02,Person67,33,38404.54
2024-10-27,Person69,42,37433.07
2024-12-11,Person15,40,43139.9
2024-12-30,Person30,28,47098.75
2024-08-13,Person31,53,53780.34
2024-06-15,Person15,63,55832.83
2024-07-14,Person31,71,61631.74
2024-07-14,Person82,58,94444.45
2024-06-22,Person51,46,32346.85
2024-02-08,Person42,40,68045.23
2024-01-27,Person17,28,74672.68
2024-11-22,Person10,64,50165.64
2024-07-24,Person74,50,36833.48
2024-07-09,Person87,49,80546.6
2024-05-17,Person33,60,67997.26
2024-07-28,Person1,27,40907.6
2024-10-15,Person53,36,34159.92
2024-04-17,Person21,42,39348.42
2024-07-14,Person78,45,97622.35
2024-07-22,Person88,78,79251.19
2024-11-12,Person99,40,63597.65
2024-09-04,Person26,43,87621.03
2024-01-22,Person30,21,78884.45
2024-04-22,Person59,38,62852.98
2024-07-25,Person93,67,45793.74
2024-10-28,Person35,56,77041.16
2024-12-11,Person83,22,66431.73
2024-07-19,Person19,74,48124.05
2024-02-26,Person82,23,43751.37
2024-08-01,Person75,66,41470.64
2024-06-17,Person98,72,96870.8
2024-09-27,Person36,69,61441.02
2024-02-28,Person71,47,36753.53
2024-09-15,Person7,22,33979.13
2024-06-15,Person59,38,90691.23
2024-07-06,Person38,60,96292.15
2024-04-04,Person22,47,62520.18
2024-07-17,Person12,26,46515.87
2024-05-12,Person1,57,47329.64
2024-10-08,Person60,63,42568.76
2024-08-06,Person72,74,42686.1
2024-04-19,Person96,28,75664.0
2024-04-19,Person92,72,53007.34
2024-03-24,Person7,23,31689.81
2024-07-07,Person7,20,36069.73
2024-12-26,Person8,24,59317.14
2024-03-15,Person82,58,99512.23
2024-10-22,Person39,22,43590.16
2024-02-26,Person46,39,44160.29
2024-09-01,Person43,67,49896.27
2024-03-01,Person70,66,71439.05
2024-02-24,Person54,64,49831.15
2024-05-23,Person86,19,50837.52
2024-02-06,Person30,46,32051.57
2024-01-12,Person96,57,34625.68
2024-11-03,Person9,53,30389.12
2024-01-30,Person81,78,80066.17
2024-06-22,Person69,73,78436.38
2024-08-08,Person61,35,97912.77
2024-09-23,Person2,40,63266.8
2024-05-21,Person68,22,92390.97
2024-04-18,Person45,23,75363.2
2024-10-17,Person75,26,80504.51
2024-01-05,Person86,30,34299.97
2024-09-02,Person19,51,69858.57
2024-04-10,Person36,56,36978.8
2024-02-02,Person37,41,66219.72
2024-05-16,Person63,28,54671.65
2024-05-19,Person70,42,41468.93
2024-08-10,Person51,69,62671.25
2024-08-17,Person21,65,84903.19
2024-02-14,Person10,62,77906.62
2024-03-29,Person35,22,49690.94
2024-07-05,Person37,21,48594.94
2024-01-26,Person32,48,57720.39
2024-04-25,Person36,66,57504.44
2024-09-11,Person62,61,66716.06
2024-12-26,Person99,63,74541.69
2024-07-04,Person3,63,91378.14
2024-04-19,Person79,32,66452.91
2024-10-10,Person8,35,79484.75
2024-02-15,Person77,28,97027.94
2024-03-18,Person17,77,50339.46
2024-03-22,Person74,58,48897.89
2024-07-03,Person12,67,87357.7
2024-05-14,Person57,26,68325.69
2024-05-02,Person79,49,59518.05
2024-05-20,Person78,46,36056.45
2024-10-11,Person92,46,84944.87
2024-11-07,Person67,68,52260.53
2024-07-19,Person21,25,90649.78
2024-04-17,Person89,61,51284.33
2024-10-27,Person62,58,38148.43
2024-11-20,Person59,37,32492.87
2024-09-20,Person21,40,59435.27
2024-02-08,Person100,30,92167.46
2024-04-17,Person45,18,94371.32
2024-10-17,Person86,42,73721.29
2024-10-27,Person23,49,45063.55
2024-04-12,Person28,27,61023.39
2024-07-07,Person94,24,75079.93
2024-01-26,Person18,76,70540.27
2024-11-11,Person18,63,49726.57
2024-07-28,Person93,80,86798.99
2024-12-29,Person16,20,60142.64
2024-12-28,Person73,38,95905.93
2024-09-03,Person89,49,89565.92
2024-05-05,Person65,57,99719.63
2024-03-02,Person28,40,94583.7
2024-05-27,Person12,18,38603.52
2024-07-21,Person97,62,68980.47
2024-04-16,Person71,40,95471.29
2024-04-14,Person62,50,31341.81
2024-06-08,Person97,53,97975.6
2024-05-30,Person43,20,83973.7
2024-06-10,Person99,73,71966.07
2024-08-13,Person47,37,86573.27
2024-07-28,Person26,54,42514.28
2024-10-11,Person97,51,91254.02
2024-12-24,Person80,31,43400.36
2024-08-05,Person75,19,58555.68
2024-05-02,Person10,41,41823.24
2024-02-16,Person86,25,66690.14
2024-09-04,Person41,69,90183.62
2024-04-09,Person26,46,96722.59
2024-07-12,Person97,65,44452.75
2024-06-29,Person35,22,72562.75
2024-12-13,Person39,58,81524.63
2024-09-02,Person83,60,58271.1
2024-02-12,Person87,69,97678.57
2024-03-30,Person27,57,32283.64
2024-04-13,Person14,47,71985.3
2024-07-22,Person47,73,86590.6
2024-12-08,Person83,51,87973.84
2024-03-11,Person14,66,88029.83
2024-12-24,Person35,49,59028.72
2024-03-05,Person86,26,91079.94
2024-08-11,Person18,71,58700.78
2024-05-28,Person33,60,85966.86
2024-06-26,Person65,58,71344.0
2024-07-07,Person65,74,83029.52
2024-09-24,Person61,55,41337.22
2024-09-23,Person50,37,92596.01
2024-03-20,Person44,36,30861.59
2024-02-08,Person19,46,51001.41
2024-09-23,Person94,47,49441.44
2024-01-12,Person98,76,36884.26
2024-11-03,Person94,74,48692.55
2024-08-02,Person40,66,75105.08
2024-02-27,Person100,71,62107.39
2024-02-20,Person16,57,83800.99
2024-08-08,Person53,55,54180.78
2024-12-06,Person59,30,49928.6
2024-07-29,Person96,73,48157.1
2024-02-23,Person63,63,59615.85
2024-07-15,Person46,29,61453.55
2024-05-01,Person87,52,63519.0
2024-12-24,Person71,19,35536.31
2024-10-23,Person56,58,51559.45
2024-12-11,Person57,20,54683.84
2024-08-06,Person98,29,93369.61
2024-06-14,Person55,77,78003.05
2024-08-15,Person38,66,78236.91
2024-12-20,Person58,18,39847.93
